"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.409538224E2,-1.745008230E0,1.790329933E0,1.097513676E0
1.409586148E2,-1.694385052E0,1.624382973E0,9.346470237E-1
1.409634072E2,-1.677472115E0,1.549097061E0,1.108543396E0
1.409681996E2,-1.580051899E0,1.447175980E0,1.573282003E0
1.409729920E2,-1.490759492E0,1.242179871E0,2.037334204E0
1.409777845E2,-1.335272789E0,9.653406143E-1,2.503457546E0
1.409825769E2,-1.237324715E0,5.188493729E-1,2.816894054E0
1.409873693E2,-1.263409853E0,5.833053589E-2,3.009518147E0
1.409921617E2,-1.360636950E0,-3.969955444E-1,3.132475138E0
1.409969542E2,-1.500208139E0,-7.992792130E-1,3.093296528E0
1.410017466E2,-1.651085496E0,-1.215465546E0,2.902205229E0
1.410065390E2,-1.786804438E0,-1.578611374E0,2.695649147E0
1.410113315E2,-1.818840504E0,-1.967646122E0,2.514230728E0
1.410161239E2,-1.797128320E0,-2.294106483E0,2.381657362E0
1.410209163E2,-1.845996380E0,-2.464851379E0,2.300455570E0
1.410257087E2,-1.807439327E0,-2.702309132E0,2.153622627E0
1.410305012E2,-1.683391213E0,-2.972915649E0,2.024828911E0
1.410352935E2,-1.581197500E0,-3.238384724E0,1.832741857E0
1.410400860E2,-1.601395130E0,-3.388792992E0,1.642052889E0
1.410448784E2,-1.588721752E0,-3.517496109E0,1.404968262E0
1.410496708E2,-1.512322664E0,-3.595837593E0,1.104921579E0
1.410544633E2,-1.480015397E0,-3.638226509E0,8.638606668E-1
1.410592557E2,-1.355430007E0,-3.697268009E0,5.981708169E-1
1.410640481E2,-1.272781491E0,-3.706027031E0,3.199031055E-1
1.410688405E2,-1.148513794E0,-3.733873844E0,9.357941151E-2
1.410736330E2,-9.898636937E-1,-3.792737961E0,-6.665372849E-2
1.410784254E2,-8.518853188E-1,-3.820427895E0,-1.989807487E-1
1.410832178E2,-7.202347517E-1,-3.838469505E0,-3.031525016E-1
1.410880102E2,-6.333332062E-1,-3.794281960E0,-3.239145279E-1
1.410928027E2,-5.171666145E-1,-3.742889881E0,-3.351104856E-1
1.410975951E2,-3.573427796E-1,-3.765545845E0,-3.056099415E-1
1.411023875E2,-2.016882300E-1,-3.814343452E0,-2.638624310E-1
1.411071800E2,-9.806978703E-2,-3.815170288E0,-2.552856207E-1
1.411119724E2,-1.176953316E-3,-3.837392330E0,-1.960223317E-1
1.411167648E2,1.150909662E-1,-3.847535133E0,-1.386854351E-1
1.411215572E2,2.554314435E-1,-3.814557076E0,-1.431341767E-1
1.411263496E2,3.670868874E-1,-3.740912437E0,-1.113080084E-1
1.411311421E2,5.168770552E-1,-3.655344009E0,-1.533494294E-1
1.411359345E2,6.186558604E-1,-3.586557388E0,-2.764778137E-1
1.411407269E2,7.319514155E-1,-3.508267879E0,-4.616806209E-1
1.411455193E2,8.159319162E-1,-3.437230110E0,-6.444447637E-1
1.411503118E2,9.013992548E-1,-3.366285801E0,-8.534526229E-1
1.411551042E2,9.570472240E-1,-3.238086224E0,-1.019206762E0
1.411598966E2,9.993616343E-1,-3.138755322E0,-1.132065773E0
1.411646890E2,1.083194017E0,-3.058700085E0,-1.179939985E0
1.411694815E2,1.098482370E0,-2.945320606E0,-1.205605507E0
1.411742739E2,1.078608513E0,-2.865582466E0,-1.196857572E0
1.411790663E2,1.093041420E0,-2.812264919E0,-1.189273596E0
1.411838588E2,1.060660601E0,-2.770990372E0,-1.209089279E0
1.411886512E2,9.650500417E-1,-2.732174873E0,-1.232471228E0
1.411934436E2,8.066489100E-1,-2.719701767E0,-1.321768165E0
1.411982360E2,6.145237684E-1,-2.683338642E0,-1.367114067E0
1.412030284E2,4.702820480E-1,-2.618319035E0,-1.375715375E0
1.412078208E2,3.311007619E-1,-2.598753929E0,-1.369164586E0
1.412126133E2,2.234584689E-1,-2.583952904E0,-1.376226544E0
1.412174057E2,1.045766175E-1,-2.538048267E0,-1.458982587E0
1.412221981E2,-6.251096725E-3,-2.511262417E0,-1.497935176E0
1.412269905E2,-2.762049437E-2,-2.415138721E0,-1.631654859E0
1.412317830E2,-5.751997232E-2,-2.290386677E0,-1.663918138E0
1.412365754E2,-7.924425602E-2,-2.110756874E0,-1.635342121E0
1.412413678E2,-1.400160789E-2,-1.933678627E0,-1.634285450E0
1.412461603E2,-1.012820005E-2,-1.766322613E0,-1.543581843E0
1.412509527E2,1.373988390E-2,-1.594334602E0,-1.351318002E0
1.412557451E2,8.148136735E-2,-1.403383255E0,-1.091234565E0
1.412605375E2,1.307335794E-1,-1.212622643E0,-1.062506318E0
1.412653300E2,1.804398894E-1,-1.041187286E0,-1.076616168E0
1.412701224E2,2.470770776E-1,-8.795099258E-1,-9.210118055E-1
1.412749148E2,2.874382734E-1,-7.204170227E-1,-7.871845961E-1
1.412797072E2,3.322765231E-1,-5.304689407E-1,-8.879477978E-1
1.412844996E2,3.216954470E-1,-3.216609955E-1,-9.123325944E-1
1.412892921E2,3.226297498E-1,-1.155281067E-1,-6.378601789E-1
1.412940845E2,3.996776938E-1,8.554935455E-2,-5.283203721E-1
1.412988769E2,4.763250351E-1,3.771762848E-1,-5.404825211E-1
1.413036693E2,4.879345000E-1,6.803655624E-1,-5.619360209E-1
1.413084618E2,5.780663490E-1,1.069190025E0,-5.929815769E-1
1.413132542E2,6.869574785E-1,1.505302429E0,-9.402418733E-1
1.413180466E2,7.213240862E-1,1.964742661E0,-1.219154358E0
1.413228390E2,7.504209280E-1,2.435518265E0,-1.468176842E0
1.413276315E2,6.975232959E-1,2.831570625E0,-1.617671013E0
1.413324239E2,7.062371373E-1,3.148226738E0,-1.617023349E0
1.413372163E2,7.238756418E-1,3.378416061E0,-1.826885343E0
1.413420088E2,6.688836217E-1,3.510285378E0,-2.000366449E0
1.413468012E2,4.953733683E-1,3.665809631E0,-2.096334696E0
1.413515936E2,3.729416132E-1,3.694388390E0,-2.147838593E0
1.413563860E2,2.680925727E-1,3.612910271E0,-2.329625845E0
1.413611784E2,3.752237558E-2,3.426299095E0,-2.682855368E0
1.413659708E2,-1.511026025E-1,3.194444656E0,-3.064531326E0
1.413707633E2,-3.357357979E-1,2.946102142E0,-3.367079973E0
1.413755557E2,-5.235819221E-1,2.927447319E0,-3.492454767E0
1.413803481E2,-5.590387583E-1,2.889670372E0,-3.524004221E0
1.413851406E2,-4.921394587E-1,2.933195114E0,-3.461267233E0
1.413899330E2,-4.017599523E-1,3.141572952E0,-3.306090355E0
1.413947254E2,-2.806448936E-1,3.471593857E0,-3.122701883E0
1.413995178E2,-8.814924955E-2,3.932677269E0,-2.824415922E0
1.414043103E2,7.785034180E-2,4.333498001E0,-2.489447117E0
1.414091027E2,1.672818065E-1,4.655028343E0,-2.253948212E0
1.414138951E2,1.512734890E-1,4.842401505E0,-2.139617920E0
1.414186876E2,1.184067726E-1,4.754793167E0,-2.092022419E0
1.414234800E2,4.941007495E-2,4.509648323E0,-2.018583775E0
1.414282724E2,-5.337062478E-2,4.202759743E0,-1.864676714E0
1.414330648E2,-1.133661866E-1,3.925034523E0,-1.616081238E0
1.414378572E2,-1.545050442E-1,3.709915161E0,-1.189122558E0
1.414426496E2,-1.958658099E-1,3.621866226E0,-6.770935059E-1
1.414474421E2,-1.320136786E-1,3.538875580E0,-4.658094049E-2
1.414522345E2,8.700937033E-3,3.358197212E0,5.180025101E-1
1.414570269E2,1.405503005E-1,3.046496391E0,9.970657229E-1
1.414618194E2,2.494811714E-1,2.532221794E0,1.349232554E0
1.414666118E2,3.739310503E-1,1.980494499E0,1.695792437E0
1.414714042E2,4.423311353E-1,1.470198631E0,2.100872278E0
1.414761966E2,5.336975455E-1,1.034750938E0,2.650835514E0
1.414809891E2,5.430719852E-1,8.055391312E-1,3.229234934E0
1.414857815E2,5.159528852E-1,7.919092178E-1,3.781960487E0
1.414905739E2,5.170579553E-1,9.362668991E-1,4.180289268E0
1.414953663E2,4.795690775E-1,1.145213127E0,4.443330288E0
1.415001588E2,3.964571655E-1,1.447326660E0,4.649621964E0
1.415049512E2,3.465618491E-1,1.742091179E0,4.774811268E0
1.415097436E2,1.382443160E-1,2.144167900E0,4.727462769E0
1.415145360E2,1.754736900E-2,2.497991562E0,4.580756187E0
1.415193284E2,-3.705745935E-2,2.695995331E0,4.262168884E0
1.415241209E2,-1.763612926E-1,2.762200356E0,3.866846561E0
1.415289133E2,-2.714336216E-1,2.780348778E0,3.449392796E0
1.415337057E2,-3.897131979E-1,2.748073578E0,3.107755661E0
1.415384982E2,-4.023782909E-1,2.663023949E0,2.806071758E0
1.415432906E2,-3.142120540E-1,2.570692062E0,2.532692194E0
1.415480830E2,-2.136549056E-1,2.363595009E0,2.316907167E0
1.415528754E2,-2.371740341E-1,2.202054024E0,2.142745018E0
1.415576679E2,-1.887670457E-1,1.940280914E0,1.943843365E0
1.415624603E2,-1.018634140E-1,1.595159531E0,1.706211925E0
1.415672527E2,-8.645153046E-2,1.262399673E0,1.501736164E0
1.415720451E2,-3.042089939E-2,9.563293457E-1,1.387882113E0
1.415768376E2,1.020210981E-1,6.840791702E-1,1.409908533E0
1.415816300E2,2.892102897E-1,4.814395905E-1,1.333331585E0
1.415864224E2,4.568065107E-1,3.244028091E-1,1.339755297E0
1.415912149E2,6.262785792E-1,1.388072968E-1,1.476739407E0
1.415960072E2,7.760943174E-1,-6.098651886E-2,1.450039268E0
1.416007997E2,8.343495131E-1,-2.391500473E-1,1.474748135E0
1.416055921E2,8.964856863E-1,-4.291915894E-1,1.526810169E0
1.416103845E2,9.098840952E-1,-6.549987793E-1,1.548814058E0
1.416151769E2,9.462344646E-1,-9.045858383E-1,1.559922695E0
1.416199694E2,9.122184515E-1,-1.158809662E0,1.617523789E0
1.416247618E2,8.725349903E-1,-1.431989670E0,1.690608978E0
1.416295542E2,7.435143590E-1,-1.642863274E0,1.776628256E0
1.416343467E2,5.802214146E-1,-1.844083786E0,1.822995305E0
1.416391391E2,4.378259778E-1,-2.052391052E0,1.789052248E0
1.416439315E2,2.997490466E-1,-2.248634338E0,1.727603197E0
1.416487239E2,1.137137115E-1,-2.430415154E0,1.669813395E0
1.416535164E2,-6.283855438E-2,-2.595349789E0,1.575125337E0
1.416583088E2,-2.154811025E-1,-2.741042137E0,1.455759287E0
1.416631012E2,-3.442465067E-1,-2.889028549E0,1.316458464E0
1.416678937E2,-4.705891609E-1,-3.015400887E0,1.219357371E0
1.416726860E2,-5.824761987E-1,-3.141690254E0,1.104629874E0
1.416774785E2,-5.912309885E-1,-3.289383411E0,1.048794508E0
1.416822709E2,-6.186673641E-1,-3.413040161E0,9.824008942E-1
1.416870633E2,-6.215481162E-1,-3.522239208E0,9.435966611E-1
1.416918557E2,-6.332086325E-1,-3.557240486E0,8.845431209E-1
1.416966482E2,-6.083149910E-1,-3.589823723E0,8.411662579E-1
1.417014406E2,-6.019937992E-1,-3.524370670E0,7.349441648E-1
1.417062330E2,-5.881206393E-1,-3.353817463E0,6.761850119E-1
1.417110255E2,-5.595681667E-1,-3.145178795E0,6.891382337E-1
1.417158179E2,-4.709766507E-1,-2.970197201E0,5.873070359E-1
1.417206103E2,-4.729442000E-1,-2.845565319E0,4.400431514E-1
1.417254027E2,-4.482012391E-1,-2.752105713E0,2.544021308E-1
1.417301952E2,-4.254656434E-1,-2.718461990E0,4.227477312E-2
1.417349876E2,-4.072191119E-1,-2.708711147E0,-6.479144096E-2
1.417397800E2,-3.720545173E-1,-2.708474159E0,-8.100700378E-2
1.417445724E2,-3.655253053E-1,-2.686660290E0,-6.120204926E-2
1.417493649E2,-3.540105224E-1,-2.686286926E0,-4.090297222E-2
1.417541572E2,-3.328194618E-1,-2.700163841E0,-1.156400442E-1
1.417589497E2,-3.210297227E-1,-2.752179146E0,-1.826872230E-1
1.417637421E2,-2.275974154E-1,-2.906800747E0,-2.732116282E-1
1.417685345E2,-2.031524181E-1,-2.970323086E0,-3.202297091E-1
1.417733270E2,-1.255950928E-1,-2.988261223E0,-3.238642812E-1
1.417781194E2,-1.882225275E-2,-2.994129658E0,-3.559814095E-1
1.417829118E2,7.409775257E-2,-2.940148354E0,-3.783732355E-1
1.417877042E2,1.028459072E-1,-2.893318176E0,-3.336634338E-1
1.417924967E2,2.610702515E-1,-2.858411789E0,-3.080529273E-1
1.417972891E2,3.790670335E-1,-2.804331779E0,-2.464758158E-1
1.418020815E2,4.495418072E-1,-2.716769218E0,-1.297082007E-1
1.418068740E2,5.561039448E-1,-2.679415703E0,-2.228078246E-2
1.418116664E2,6.508316398E-1,-2.656370163E0,-2.460822463E-2
1.418164588E2,7.360708117E-1,-2.650013447E0,-3.877982497E-2
1.418212512E2,7.926226854E-1,-2.669904232E0,-1.463743746E-1
1.418260437E2,8.657562137E-1,-2.687355042E0,-2.832095027E-1
1.418308360E2,9.266585708E-1,-2.690435886E0,-3.683516085E-1
1.418356285E2,9.512735009E-1,-2.676791191E0,-5.000863075E-1
1.418404209E2,9.824631810E-1,-2.670355320E0,-5.901782513E-1
1.418452133E2,1.044196725E0,-2.616141796E0,-6.674273014E-1
1.418500058E2,1.093438148E0,-2.564378262E0,-7.218951583E-1
1.418547982E2,1.094259262E0,-2.500716209E0,-7.267180681E-1
1.418595906E2,1.101647973E0,-2.384539604E0,-7.195870280E-1
1.418643831E2,1.165911674E0,-2.364066124E0,-7.858792543E-1
1.418691755E2,1.160422802E0,-2.291001797E0,-8.986389637E-1
1.418739679E2,1.185697556E0,-2.191702843E0,-9.884239435E-1
1.418787603E2,1.165055156E0,-2.004093170E0,-1.059854984E0
1.418835528E2,1.074375510E0,-1.711590767E0,-1.055303931E0
1.418883452E2,1.088207722E0,-1.455339432E0,-1.044130921E0
1.418931376E2,1.113333464E0,-1.127749443E0,-1.043034792E0
1.418979300E2,1.123480082E0,-7.791051865E-1,-1.013945580E0
1.419027225E2,1.099546790E0,-4.213829041E-1,-1.038596272E0
1.419075149E2,1.070197701E0,-4.265594482E-2,-1.162916660E0
1.419123073E2,1.049864292E0,3.331632614E-1,-1.361173511E0
1.419170997E2,1.017000437E0,8.040609360E-1,-1.562137961E0
1.419218921E2,9.836024046E-1,1.255215645E0,-1.783045053E0
1.419266846E2,8.468274474E-1,1.806140900E0,-1.973807096E0
1.419314770E2,6.758062840E-1,2.447122574E0,-2.091334343E0
1.419362694E2,5.446472168E-1,3.044217110E0,-2.211939335E0
1.419410618E2,4.345341325E-1,3.549715996E0,-2.354353189E0
1.419458543E2,2.932484150E-1,3.990056038E0,-2.501439810E0
1.419506467E2,1.496361494E-1,4.401174545E0,-2.645753384E0
1.419554391E2,1.355570555E-2,4.701880455E0,-2.789552212E0
1.419602316E2,-7.635623217E-2,4.873230934E0,-2.873074532E0
1.419650240E2,-1.125705838E-1,4.862851143E0,-3.027695894E0
1.419698164E2,-1.832208633E-1,4.723575592E0,-3.136073828E0
1.419746088E2,-1.683095098E-1,4.465168953E0,-3.219770193E0
1.419794013E2,-1.275458932E-1,4.149932861E0,-3.317048311E0
1.419841937E2,-5.396008492E-2,3.768351555E0,-3.417883158E0
1.419889861E2,4.486489296E-2,3.411273956E0,-3.529085159E0
1.419937785E2,3.047009706E-1,3.126415253E0,-3.745872021E0
1.419985709E2,6.868722439E-1,3.018801689E0,-3.909912109E0
1.420033634E2,9.925158620E-1,3.059476852E0,-4.018264771E0
1.420081558E2,1.278692484E0,3.226695061E0,-4.020339012E0
1.420129482E2,1.609582663E0,3.403149605E0,-3.987589836E0
1.420177406E2,1.884241700E0,3.748888016E0,-3.704536915E0
1.420225331E2,2.054298401E0,4.136966705E0,-3.321671009E0
1.420273255E2,2.181536674E0,4.471695900E0,-2.810060024E0
1.420321179E2,2.258648872E0,4.772266388E0,-2.368238449E0
1.420369104E2,2.173304558E0,4.881021500E0,-1.970248580E0
1.420417028E2,1.916076422E0,4.791072845E0,-1.851155043E0
1.420464952E2,1.638206363E0,4.545779228E0,-1.856464863E0
1.420512876E2,1.215753436E0,4.343752861E0,-1.726000786E0
1.420560801E2,7.252197266E-1,4.313996315E0,-1.366476178E0
1.420608725E2,3.505892158E-1,4.372667313E0,-7.636165619E-1
1.420656649E2,3.550291061E-3,4.526880264E0,1.037465781E-2
1.420704574E2,-3.064117432E-1,4.719179153E0,8.403633833E-1
1.420752497E2,-5.675894022E-1,4.830018997E0,1.682845116E0
1.420800422E2,-7.443121672E-1,4.778240204E0,2.266961813E0
1.420848346E2,-1.044849396E0,4.482739449E0,2.558154345E0
1.420896270E2,-1.223028898E0,3.967667580E0,2.761214256E0
1.420944194E2,-1.374412060E0,3.209384918E0,2.925809145E0
1.420992119E2,-1.486784458E0,2.356377602E0,3.025729895E0
1.421040043E2,-1.602879286E0,1.573703766E0,3.183481216E0
1.421087967E2,-1.677032590E0,9.521322250E-1,3.323246479E0
1.421135892E2,-1.852771282E0,5.130081177E-1,3.477015734E0
1.421183816E2,-1.988946438E0,2.083549500E-1,3.609694242E0
1.421231740E2,-2.087641716E0,2.373886108E-2,3.697931290E0
1.421279664E2,-2.151125431E0,-4.811477661E-2,3.720429420E0
1.421327589E2,-2.243883371E0,4.764080048E-2,3.643762589E0
1.421375513E2,-2.269861221E0,2.152500153E-1,3.479902267E0
1.421423437E2,-2.367345095E0,4.474897385E-1,3.338726521E0
1.421471362E2,-2.349282503E0,7.538547516E-1,3.145649910E0
1.421519285E2,-2.248496771E0,1.096036911E0,3.026942253E0
1.421567210E2,-2.236470461E0,1.402289391E0,2.881604671E0
1.421615134E2,-2.152406693E0,1.674992561E0,2.684918404E0
1.421663058E2,-2.072489500E0,1.768321037E0,2.383501530E0
1.421710982E2,-2.059049368E0,1.761238098E0,2.122469902E0
1.421758907E2,-2.098170996E0,1.680029869E0,1.917948484E0
1.421806831E2,-2.121157169E0,1.472079277E0,1.786106229E0
1.421854755E2,-1.925104737E0,1.218723297E0,1.829372406E0
1.421902680E2,-1.749916434E0,1.056175232E0,2.138424397E0
1.421950604E2,-1.572346687E0,9.054250717E-1,2.579429150E0
1.421998528E2,-1.366239548E0,6.947755814E-1,2.954248428E0
1.422046452E2,-1.167215586E0,4.315090179E-1,3.217870712E0
1.422094377E2,-1.044347167E0,1.850376129E-1,3.425711632E0
1.422142301E2,-1.078820467E0,1.270771027E-2,3.403542995E0
1.422190225E2,-1.146209955E0,-2.337293625E-1,3.309551477E0
1.422238150E2,-1.225011349E0,-5.326576233E-1,3.086632252E0
1.422286074E2,-1.257841349E0,-7.669048309E-1,2.828194618E0
1.422333998E2,-1.256770134E0,-9.532804489E-1,2.536654949E0
1.422381922E2,-1.276620865E0,-1.134838104E0,2.286211252E0
1.422429846E2,-1.235947371E0,-1.294830322E0,2.074517727E0
1.422477770E2,-1.182412863E0,-1.445203781E0,1.918353558E0
1.422525695E2,-1.053611517E0,-1.593104362E0,1.784307718E0
1.422573619E2,-9.617235065E-1,-1.733730316E0,1.622207165E0
1.422621543E2,-8.972533345E-1,-1.850360394E0,1.410550117E0
1.422669468E2,-8.290843368E-1,-2.017096519E0,1.180432796E0
1.422717392E2,-7.452998161E-1,-2.174111366E0,9.726254940E-1
1.422765316E2,-6.675394177E-1,-2.328567505E0,7.776425481E-1
1.422813240E2,-5.768582225E-1,-2.454173565E0,6.432713270E-1
1.422861165E2,-4.901788235E-1,-2.625040531E0,4.739243090E-1
1.422909089E2,-4.029471278E-1,-2.774181843E0,3.008520603E-1
1.422957013E2,-3.608964086E-1,-2.901612759E0,1.505887508E-1
1.423004938E2,-3.163715005E-1,-3.045574665E0,-2.868413925E-3
1.423052862E2,-2.480488420E-1,-3.108038425E0,-1.806088686E-1
1.423100786E2,-1.705606580E-1,-3.117773533E0,-3.751305938E-1
1.423148710E2,-9.598565102E-2,-3.134579659E0,-5.836863518E-1
1.423196634E2,6.400495768E-2,-3.146490574E0,-9.302340150E-1
1.423244558E2,2.278377414E-1,-3.153514385E0,-1.244646788E0
1.423292483E2,3.762751818E-1,-3.239289761E0,-1.569425821E0
1.423340407E2,5.067350268E-1,-3.351136208E0,-1.691217542E0
1.423388331E2,6.309515238E-1,-3.438835621E0,-1.585705757E0
1.423436256E2,7.681473494E-1,-3.497635365E0,-1.432105660E0
1.423484180E2,9.496281147E-1,-3.620771408E0,-1.273333192E0
1.423532104E2,1.084465504E0,-3.638503551E0,-1.025726795E0
1.423580028E2,1.189277649E0,-3.639415264E0,-8.137074709E-1
1.423627953E2,1.259417772E0,-3.635492802E0,-6.447251439E-1
1.423675877E2,1.338107467E0,-3.621976852E0,-4.713611305E-1
1.423723801E2,1.380060673E0,-3.613236427E0,-3.706712723E-1
1.423771726E2,1.327945471E0,-3.630801201E0,-3.025438786E-1
1.423819650E2,1.270189524E0,-3.655543327E0,-2.841128111E-1
1.423867574E2,1.187822223E0,-3.713745594E0,-2.678722739E-1
1.423915498E2,1.078722596E0,-3.740838051E0,-2.422105670E-1
1.423963422E2,1.007633567E0,-3.787037373E0,-2.168715894E-1
1.424011346E2,8.840160966E-1,-3.809289932E0,-2.206971049E-1
1.424059271E2,7.557759285E-1,-3.817189217E0,-2.323746085E-1
1.424107195E2,6.158821583E-1,-3.760560036E0,-2.735264003E-1
1.424155119E2,4.811818302E-1,-3.692062378E0,-3.945671916E-1
1.424203044E2,3.062942624E-1,-3.583034039E0,-5.119007826E-1
1.424250968E2,1.464972496E-1,-3.505206108E0,-6.591113806E-1
1.424298892E2,9.146213531E-3,-3.413115501E0,-7.667544484E-1
1.424346816E2,-1.366539001E-1,-3.325880527E0,-9.327543974E-1
1.424394741E2,-2.979485989E-1,-3.205240726E0,-1.075448751E0
1.424442665E2,-4.101452231E-1,-3.060784817E0,-1.280606747E0
1.424490589E2,-4.971808791E-1,-2.904479027E0,-1.409139633E0
1.424538514E2,-5.831367373E-1,-2.753063679E0,-1.563384414E0
1.424586438E2,-5.795683861E-1,-2.568285942E0,-1.640088201E0
1.424634362E2,-5.727155805E-1,-2.386041641E0,-1.746679306E0
1.424682286E2,-5.244946480E-1,-2.208720207E0,-1.784840941E0
1.424730210E2,-4.636997581E-1,-2.057827950E0,-1.807019353E0
1.424778134E2,-4.142354131E-1,-1.930944920E0,-1.612351894E0
1.424826059E2,-3.761094213E-1,-1.785022736E0,-1.382619619E0
1.424873983E2,-3.064166903E-1,-1.679846287E0,-1.340367436E0
1.424921907E2,-2.125635743E-1,-1.512617111E0,-1.509424329E0
1.424969832E2,-2.094823718E-1,-1.326442719E0,-1.265916228E0
1.425017756E2,-1.417610645E-1,-1.130910873E0,-9.641071558E-1
1.425065680E2,-6.955742836E-3,-9.164695740E-1,-9.317932129E-1
1.425113604E2,1.051551104E-2,-6.497144699E-1,-1.068893671E0
1.425161529E2,3.874659538E-3,-3.737449646E-1,-9.860370159E-1
1.425209453E2,1.071013212E-1,-1.483135223E-1,-9.537383318E-1
1.425257377E2,1.813786030E-1,1.652450562E-1,-1.103558064E0
1.425305302E2,2.312097847E-1,5.811367035E-1,-1.179775596E0
1.425353226E2,3.690366149E-1,9.558458328E-1,-1.194673777E0
1.425401150E2,4.943225384E-1,1.451923370E0,-1.236905098E0
1.425449074E2,6.020541191E-1,2.023800850E0,-1.203438401E0
1.425496999E2,7.279637456E-1,2.616410255E0,-1.177860856E0
1.425544923E2,7.905473709E-1,3.165191650E0,-1.260254741E0
1.425592847E2,9.522416592E-1,3.720377922E0,-1.407380939E0
1.425640771E2,1.091119289E0,4.172037125E0,-1.647843003E0
1.425688695E2,1.080045700E0,4.732961655E0,-1.728040695E0
1.425736620E2,1.090853691E0,5.075586319E0,-1.894118071E0
1.425784544E2,1.042168856E0,5.147609711E0,-2.176875591E0
1.425832468E2,8.576838970E-1,4.908754349E0,-2.607244253E0
1.425880393E2,5.688391924E-1,4.553000450E0,-3.091970205E0
1.425928317E2,2.644798756E-1,4.063783646E0,-3.518724680E0
1.425976241E2,-1.682865620E-2,3.725686073E0,-3.751382113E0
1.426024165E2,-2.198343873E-1,3.280438423E0,-3.909693718E0
1.426072090E2,-4.160368443E-1,2.998248100E0,-3.885884285E0
1.426120014E2,-5.574319959E-1,2.876539230E0,-3.765741587E0
1.426167938E2,-5.672321320E-1,2.917537689E0,-3.605967522E0
1.426215862E2,-5.527927876E-1,3.135402679E0,-3.422549963E0
1.426263787E2,-4.565287232E-1,3.386550903E0,-3.188476562E0
1.426311711E2,-3.477045000E-1,3.735485077E0,-2.922363043E0
1.426359635E2,-2.647467256E-1,4.069768906E0,-2.594909430E0
1.426407559E2,-1.790635586E-1,4.246039391E0,-2.395208359E0
1.426455483E2,-1.553015113E-1,4.178454399E0,-2.223547220E0
1.426503408E2,-1.793707907E-1,3.910309792E0,-2.241274595E0
1.426551332E2,-2.705693543E-1,3.723833084E0,-2.138492823E0
1.426599256E2,-3.499217927E-1,3.726467133E0,-1.829608321E0
1.426647181E2,-4.245784283E-1,3.917984962E0,-1.340978503E0
1.426695105E2,-4.825051129E-1,4.293397903E0,-7.751673460E-1
1.426743029E2,-4.901822209E-1,4.678038597E0,-2.107599378E-1
1.426790953E2,-4.737626910E-1,4.842497826E0,3.213528991E-1
1.426838878E2,-4.500326514E-1,4.691457748E0,7.563701272E-1
1.426886802E2,-4.020923972E-1,4.124916077E0,1.117416143E0
1.426934726E2,-3.225566745E-1,3.219833374E0,1.441920280E0
1.426982651E2,-2.112444937E-1,2.268156052E0,1.779443502E0
1.427030575E2,-9.431150556E-2,1.434835434E0,2.206402063E0
1.427078499E2,-4.332578182E-2,8.177213669E-1,2.720720530E0
1.427126423E2,6.470233202E-3,4.070081711E-1,3.272608995E0
1.427174347E2,5.312760174E-2,2.407178879E-1,3.910427570E0
1.427222271E2,1.545218378E-1,2.373342514E-1,4.374051571E0
1.427270196E2,1.913553476E-1,4.755420685E-1,4.749928951E0
1.427318120E2,2.089979351E-1,9.478788376E-1,5.062168598E0
1.427366044E2,2.146043926E-1,1.508281708E0,5.306021214E0
1.427413969E2,2.345246375E-1,2.108823776E0,5.392724991E0
1.427461893E2,2.879902422E-1,2.570184708E0,5.328998566E0
1.427509817E2,2.168795764E-1,3.023899078E0,5.008901119E0
1.427557742E2,8.038961887E-2,3.338434219E0,4.615764141E0
1.427605666E2,1.907813549E-2,3.442186356E0,4.132234573E0
1.427653590E2,-8.225119114E-2,3.383128166E0,3.603131294E0
1.427701514E2,-1.882747710E-1,3.187673569E0,3.090159893E0
1.427749439E2,-3.257675171E-1,2.915699959E0,2.664984941E0
1.427797363E2,-3.514351845E-1,2.593589783E0,2.282348394E0
1.427845287E2,-2.844791710E-1,2.266854286E0,1.961871266E0
1.427893211E2,-1.558358371E-1,1.868635178E0,1.708855391E0
1.427941135E2,-2.755385637E-2,1.511397362E0,1.538105965E0
1.427989060E2,7.161855698E-2,1.207083702E0,1.433379173E0
1.428036984E2,1.655294299E-1,9.508819580E-1,1.361521244E0
1.428084908E2,3.952248693E-1,5.969829559E-1,1.399317741E0
1.428132832E2,4.902424812E-1,3.295040131E-1,1.374478579E0
1.428180757E2,6.155694127E-1,6.467914581E-2,1.372992516E0
1.428228681E2,8.312017322E-1,-1.975212097E-1,1.329964280E0
1.428276605E2,9.649803042E-1,-3.830270767E-1,1.324173212E0
1.428324530E2,1.036108613E0,-6.090316772E-1,1.427364826E0
1.428372454E2,1.030087590E0,-7.583913803E-1,1.450596571E0
1.428420378E2,9.921101928E-1,-9.674444199E-1,1.568380833E0
1.428468302E2,9.293923378E-1,-1.248072624E0,1.634758949E0
1.428516227E2,8.035533428E-1,-1.528491020E0,1.774153948E0
1.428564151E2,7.008548975E-1,-1.851726532E0,1.912214041E0
1.428612075E2,6.143200994E-1,-2.157970905E0,1.986793518E0
1.428660000E2,4.986862540E-1,-2.447238922E0,2.005086184E0
1.428707924E2,3.924477994E-1,-2.690866470E0,1.967121601E0
